,location,date,population,people_fully_vaccinated
123402,Isle of Man,2021-05-28,84534.0,27765.0
123403,Isle of Man,2021-05-29,84534.0,28192.0
123408,Isle of Man,2021-06-03,84534.0,28412.0
123414,Isle of Man,2021-06-09,84534.0,28467.0
123419,Isle of Man,2021-06-14,84534.0,28515.0
123420,Isle of Man,2021-06-15,84534.0,28591.0
123421,Isle of Man,2021-06-16,84534.0,29489.0
123425,Isle of Man,2021-06-20,84534.0,33346.0
123427,Isle of Man,2021-06-22,84534.0,34961.0
123428,Isle of Man,2021-06-23,84534.0,36126.0
123429,Isle of Man,2021-06-24,84534.0,37333.0
123430,Isle of Man,2021-06-25,84534.0,38449.0
123433,Isle of Man,2021-06-28,84534.0,41018.0
123434,Isle of Man,2021-06-29,84534.0,41758.0
123436,Isle of Man,2021-07-01,84534.0,44086.0
123437,Isle of Man,2021-07-02,84534.0,45390.0
123438,Isle of Man,2021-07-03,84534.0,45778.0
123439,Isle of Man,2021-07-04,84534.0,46105.0
123440,Isle of Man,2021-07-05,84534.0,47312.0
123441,Isle of Man,2021-07-06,84534.0,47695.0
123442,Isle of Man,2021-07-07,84534.0,48102.0
123443,Isle of Man,2021-07-08,84534.0,48520.0
123444,Isle of Man,2021-07-09,84534.0,48856.0
123445,Isle of Man,2021-07-10,84534.0,49447.0
123446,Isle of Man,2021-07-11,84534.0,50037.0
123447,Isle of Man,2021-07-12,84534.0,50778.0
123448,Isle of Man,2021-07-13,84534.0,51406.0
123449,Isle of Man,2021-07-14,84534.0,52372.0
123450,Isle of Man,2021-07-15,84534.0,53277.0
123453,Isle of Man,2021-07-18,84534.0,54087.0
123454,Isle of Man,2021-07-19,84534.0,55620.0
123455,Isle of Man,2021-07-20,84534.0,55634.0
123456,Isle of Man,2021-07-21,84534.0,56589.0
123460,Isle of Man,2021-07-25,84534.0,56600.0
123461,Isle of Man,2021-07-26,84534.0,57190.0
123462,Isle of Man,2021-07-27,84534.0,57800.0
123463,Isle of Man,2021-07-28,84534.0,58383.0
123465,Isle of Man,2021-07-30,84534.0,58548.0
123466,Isle of Man,2021-07-31,84534.0,59075.0
123468,Isle of Man,2021-08-02,84534.0,59498.0
123469,Isle of Man,2021-08-03,84534.0,59863.0
123477,Isle of Man,2021-08-11,84534.0,60563.0
123482,Isle of Man,2021-08-16,84534.0,60569.0
123483,Isle of Man,2021-08-17,84534.0,60598.0
123486,Isle of Man,2021-08-20,84534.0,60611.0
123495,Isle of Man,2021-08-29,84534.0,61815.0
123497,Isle of Man,2021-08-31,84534.0,62471.0
123498,Isle of Man,2021-09-01,84534.0,62629.0
123502,Isle of Man,2021-09-05,84534.0,62631.0
123503,Isle of Man,2021-09-06,84534.0,63019.0
123505,Isle of Man,2021-09-08,84534.0,63088.0
123506,Isle of Man,2021-09-09,84534.0,63219.0
123507,Isle of Man,2021-09-10,84534.0,63230.0
123510,Isle of Man,2021-09-13,84534.0,63278.0
123513,Isle of Man,2021-09-16,84534.0,63485.0
123518,Isle of Man,2021-09-21,84534.0,63839.0
123521,Isle of Man,2021-09-24,84534.0,63841.0
123525,Isle of Man,2021-09-28,84534.0,63858.0
123528,Isle of Man,2021-10-01,84534.0,63924.0
123529,Isle of Man,2021-10-02,84534.0,63925.0
123530,Isle of Man,2021-10-03,84534.0,63925.0
123531,Isle of Man,2021-10-04,84534.0,64002.0
123532,Isle of Man,2021-10-05,84534.0,64002.0
123533,Isle of Man,2021-10-06,84534.0,64002.0
123536,Isle of Man,2021-10-09,84534.0,64004.0
123539,Isle of Man,2021-10-12,84534.0,64007.0
123540,Isle of Man,2021-10-13,84534.0,64015.0
123541,Isle of Man,2021-10-14,84534.0,64021.0
123546,Isle of Man,2021-10-19,84534.0,64207.0
123548,Isle of Man,2021-10-21,84534.0,64275.0
123552,Isle of Man,2021-10-25,84534.0,64336.0
123556,Isle of Man,2021-10-29,84534.0,64411.0
123557,Isle of Man,2021-10-30,84534.0,64436.0
123560,Isle of Man,2021-11-02,84534.0,64532.0
123563,Isle of Man,2021-11-05,84534.0,64616.0
123564,Isle of Man,2021-11-06,84534.0,64715.0
123566,Isle of Man,2021-11-08,84534.0,64720.0
123570,Isle of Man,2021-11-12,84534.0,64720.0
123571,Isle of Man,2021-11-13,84534.0,64720.0
123574,Isle of Man,2021-11-16,84534.0,64722.0
123576,Isle of Man,2021-11-18,84534.0,64745.0
123581,Isle of Man,2021-11-23,84534.0,64766.0
123582,Isle of Man,2021-11-24,84534.0,64769.0
123583,Isle of Man,2021-11-25,84534.0,64801.0
123584,Isle of Man,2021-11-26,84534.0,64810.0
123587,Isle of Man,2021-11-29,84534.0,64825.0
123588,Isle of Man,2021-11-30,84534.0,64827.0
123589,Isle of Man,2021-12-01,84534.0,64829.0
123590,Isle of Man,2021-12-02,84534.0,64832.0
123591,Isle of Man,2021-12-03,84534.0,64841.0
123592,Isle of Man,2021-12-04,84534.0,64841.0
123594,Isle of Man,2021-12-06,84534.0,64849.0
123595,Isle of Man,2021-12-07,84534.0,64860.0
123596,Isle of Man,2021-12-08,84534.0,64873.0
123598,Isle of Man,2021-12-10,84534.0,64876.0
123601,Isle of Man,2021-12-13,84534.0,65053.0
123602,Isle of Man,2021-12-14,84534.0,65053.0
123604,Isle of Man,2021-12-16,84534.0,65054.0
123605,Isle of Man,2021-12-17,84534.0,65084.0
123608,Isle of Man,2021-12-20,84534.0,65095.0
123610,Isle of Man,2021-12-22,84534.0,65223.0
123611,Isle of Man,2021-12-23,84534.0,65224.0
123612,Isle of Man,2021-12-24,84534.0,65239.0
123615,Isle of Man,2021-12-27,84534.0,65314.0
123616,Isle of Man,2021-12-28,84534.0,65440.0
123618,Isle of Man,2021-12-30,84534.0,65454.0
123619,Isle of Man,2021-12-31,84534.0,65454.0
123623,Isle of Man,2022-01-04,84534.0,65459.0
123624,Isle of Man,2022-01-05,84534.0,65463.0
123625,Isle of Man,2022-01-06,84534.0,65529.0
123626,Isle of Man,2022-01-07,84534.0,65631.0
123628,Isle of Man,2022-01-09,84534.0,65799.0
123630,Isle of Man,2022-01-11,84534.0,65807.0
123631,Isle of Man,2022-01-12,84534.0,65808.0
123632,Isle of Man,2022-01-13,84534.0,65808.0
123637,Isle of Man,2022-01-18,84534.0,65923.0
123638,Isle of Man,2022-01-19,84534.0,65933.0
123639,Isle of Man,2022-01-20,84534.0,65936.0
123642,Isle of Man,2022-01-23,84534.0,66035.0
123644,Isle of Man,2022-01-25,84534.0,66068.0
123646,Isle of Man,2022-01-27,84534.0,66075.0
123647,Isle of Man,2022-01-28,84534.0,66103.0
123651,Isle of Man,2022-02-01,84534.0,66185.0
123652,Isle of Man,2022-02-02,84534.0,66215.0
123653,Isle of Man,2022-02-03,84534.0,66240.0
123654,Isle of Man,2022-02-04,84534.0,66248.0
123655,Isle of Man,2022-02-05,84534.0,66275.0
123658,Isle of Man,2022-02-08,84534.0,66282.0
123659,Isle of Man,2022-02-09,84534.0,66306.0
123660,Isle of Man,2022-02-10,84534.0,66325.0
123664,Isle of Man,2022-02-14,84534.0,66326.0
123665,Isle of Man,2022-02-15,84534.0,66348.0
123666,Isle of Man,2022-02-16,84534.0,66376.0
123667,Isle of Man,2022-02-17,84534.0,66394.0
123668,Isle of Man,2022-02-18,84534.0,66427.0
123671,Isle of Man,2022-02-21,84534.0,66457.0
123672,Isle of Man,2022-02-22,84534.0,66493.0
123673,Isle of Man,2022-02-23,84534.0,66505.0
123674,Isle of Man,2022-02-24,84534.0,66598.0
123676,Isle of Man,2022-02-26,84534.0,66641.0
123678,Isle of Man,2022-02-28,84534.0,66641.0
123679,Isle of Man,2022-03-01,84534.0,66648.0
123680,Isle of Man,2022-03-02,84534.0,66673.0
123683,Isle of Man,2022-03-05,84534.0,66681.0
123684,Isle of Man,2022-03-06,84534.0,66697.0
123685,Isle of Man,2022-03-07,84534.0,66697.0
123686,Isle of Man,2022-03-08,84534.0,66706.0
123687,Isle of Man,2022-03-09,84534.0,66726.0
123690,Isle of Man,2022-03-12,84534.0,66747.0
123693,Isle of Man,2022-03-15,84534.0,66775.0
123694,Isle of Man,2022-03-16,84534.0,66816.0
123695,Isle of Man,2022-03-17,84534.0,66829.0
123696,Isle of Man,2022-03-18,84534.0,66836.0
123699,Isle of Man,2022-03-21,84534.0,66878.0
123700,Isle of Man,2022-03-22,84534.0,66888.0
123701,Isle of Man,2022-03-23,84534.0,66910.0
123702,Isle of Man,2022-03-24,84534.0,66915.0
123703,Isle of Man,2022-03-25,84534.0,66951.0
123708,Isle of Man,2022-03-30,84534.0,66976.0
123709,Isle of Man,2022-03-31,84534.0,66978.0
123712,Isle of Man,2022-04-03,84534.0,66980.0
123713,Isle of Man,2022-04-04,84534.0,67024.0
123714,Isle of Man,2022-04-05,84534.0,67024.0
123792,Isle of Man,2022-06-22,84534.0,67106.0
123793,Isle of Man,2022-06-23,84534.0,67106.0
124402,Israel,2020-12-19,9449000.0,4.0
124403,Israel,2020-12-20,9449000.0,4.0
124404,Israel,2020-12-21,9449000.0,4.0
124405,Israel,2020-12-22,9449000.0,4.0
124406,Israel,2020-12-23,9449000.0,4.0
124407,Israel,2020-12-24,9449000.0,4.0
124408,Israel,2020-12-25,9449000.0,4.0
124409,Israel,2020-12-26,9449000.0,4.0
124410,Israel,2020-12-27,9449000.0,4.0
124411,Israel,2020-12-28,9449000.0,4.0
124412,Israel,2020-12-29,9449000.0,6.0
124413,Israel,2020-12-30,9449000.0,6.0
124414,Israel,2020-12-31,9449000.0,6.0
124415,Israel,2021-01-01,9449000.0,6.0
124416,Israel,2021-01-02,9449000.0,6.0
124417,Israel,2021-01-03,9449000.0,6.0
124418,Israel,2021-01-04,9449000.0,7.0
124419,Israel,2021-01-05,9449000.0,11.0
124420,Israel,2021-01-06,9449000.0,13.0
124421,Israel,2021-01-07,9449000.0,22.0
124422,Israel,2021-01-08,9449000.0,27.0
124423,Israel,2021-01-09,9449000.0,51.0
124424,Israel,2021-01-10,9449000.0,6052.0
124425,Israel,2021-01-11,9449000.0,25316.0
124426,Israel,2021-01-12,9449000.0,60990.0
124427,Israel,2021-01-13,9449000.0,117863.0
124428,Israel,2021-01-14,9449000.0,186701.0
124429,Israel,2021-01-15,9449000.0,222644.0
124430,Israel,2021-01-16,9449000.0,248651.0
124431,Israel,2021-01-17,9449000.0,333249.0
124432,Israel,2021-01-18,9449000.0,453687.0
124433,Israel,2021-01-19,9449000.0,591539.0
124434,Israel,2021-01-20,9449000.0,735308.0
124435,Israel,2021-01-21,9449000.0,899786.0
124436,Israel,2021-01-22,9449000.0,970920.0
124437,Israel,2021-01-23,9449000.0,1024517.0
124438,Israel,2021-01-24,9449000.0,1165228.0
124439,Israel,2021-01-25,9449000.0,1304751.0
124440,Israel,2021-01-26,9449000.0,1431197.0
124441,Israel,2021-01-27,9449000.0,1556270.0
124442,Israel,2021-01-28,9449000.0,1686903.0
124443,Israel,2021-01-29,9449000.0,1751697.0
124444,Israel,2021-01-30,9449000.0,1794464.0
124445,Israel,2021-01-31,9449000.0,1853968.0
124446,Israel,2021-02-01,9449000.0,1889326.0
124447,Israel,2021-02-02,9449000.0,1920400.0
124448,Israel,2021-02-03,9449000.0,1971845.0
124449,Israel,2021-02-04,9449000.0,2029941.0
124450,Israel,2021-02-05,9449000.0,2058748.0
124451,Israel,2021-02-06,9449000.0,2080981.0
124452,Israel,2021-02-07,9449000.0,2149726.0
124453,Israel,2021-02-08,9449000.0,2215194.0
124454,Israel,2021-02-09,9449000.0,2282774.0
124455,Israel,2021-02-10,9449000.0,2355090.0
124456,Israel,2021-02-11,9449000.0,2427204.0
124457,Israel,2021-02-12,9449000.0,2464804.0
124458,Israel,2021-02-13,9449000.0,2495245.0
124459,Israel,2021-02-14,9449000.0,2564330.0
124460,Israel,2021-02-15,9449000.0,2640052.0
124461,Israel,2021-02-16,9449000.0,2718353.0
124462,Israel,2021-02-17,9449000.0,2793999.0
124463,Israel,2021-02-18,9449000.0,2873738.0
124464,Israel,2021-02-19,9449000.0,2911900.0
124465,Israel,2021-02-20,9449000.0,2940623.0
124466,Israel,2021-02-21,9449000.0,3019069.0
124467,Israel,2021-02-22,9449000.0,3099668.0
124468,Israel,2021-02-23,9449000.0,3170154.0
124469,Israel,2021-02-24,9449000.0,3233299.0
124470,Israel,2021-02-25,9449000.0,3298109.0
124471,Israel,2021-02-26,9449000.0,3330155.0
124472,Israel,2021-02-27,9449000.0,3351352.0
124473,Israel,2021-02-28,9449000.0,3407226.0
124474,Israel,2021-03-01,9449000.0,3468671.0
124475,Israel,2021-03-02,9449000.0,3533473.0
124476,Israel,2021-03-03,9449000.0,3600267.0
124477,Israel,2021-03-04,9449000.0,3679393.0
124478,Israel,2021-03-05,9449000.0,3719864.0
124479,Israel,2021-03-06,9449000.0,3745213.0
124480,Israel,2021-03-07,9449000.0,3818060.0
124481,Israel,2021-03-08,9449000.0,3891356.0
124482,Israel,2021-03-09,9449000.0,3967961.0
124483,Israel,2021-03-10,9449000.0,4026646.0
124484,Israel,2021-03-11,9449000.0,4095744.0
124485,Israel,2021-03-12,9449000.0,4137162.0
124486,Israel,2021-03-13,9449000.0,4162402.0
124487,Israel,2021-03-14,9449000.0,4236339.0
124488,Israel,2021-03-15,9449000.0,4314620.0
124489,Israel,2021-03-16,9449000.0,4386101.0
124490,Israel,2021-03-17,9449000.0,4445111.0
124491,Israel,2021-03-18,9449000.0,4503237.0
124492,Israel,2021-03-19,9449000.0,4531218.0
124493,Israel,2021-03-20,9449000.0,4546520.0
124494,Israel,2021-03-21,9449000.0,4587031.0
124495,Israel,2021-03-22,9449000.0,4627573.0
124496,Israel,2021-03-23,9449000.0,4634876.0
124497,Israel,2021-03-24,9449000.0,4681437.0
124498,Israel,2021-03-25,9449000.0,4716877.0
124499,Israel,2021-03-26,9449000.0,4730211.0
124500,Israel,2021-03-27,9449000.0,4734480.0
124501,Israel,2021-03-28,9449000.0,4739091.0
124502,Israel,2021-03-29,9449000.0,4769108.0
124503,Israel,2021-03-30,9449000.0,4791563.0
124504,Israel,2021-03-31,9449000.0,4811065.0
124505,Israel,2021-04-01,9449000.0,4829769.0
124506,Israel,2021-04-02,9449000.0,4837900.0
124507,Israel,2021-04-03,9449000.0,4840883.0
124508,Israel,2021-04-04,9449000.0,4863715.0
124509,Israel,2021-04-05,9449000.0,4884993.0
124510,Israel,2021-04-06,9449000.0,4901787.0
124511,Israel,2021-04-07,9449000.0,4917101.0
124512,Israel,2021-04-08,9449000.0,4934119.0
124513,Israel,2021-04-09,9449000.0,4940378.0
124514,Israel,2021-04-10,9449000.0,4943901.0
124515,Israel,2021-04-11,9449000.0,4958150.0
124516,Israel,2021-04-12,9449000.0,4971386.0
124517,Israel,2021-04-13,9449000.0,4976346.0
124518,Israel,2021-04-14,9449000.0,4981657.0
124519,Israel,2021-04-15,9449000.0,4982240.0
124520,Israel,2021-04-16,9449000.0,4988892.0
124521,Israel,2021-04-17,9449000.0,4990865.0
124522,Israel,2021-04-18,9449000.0,4998298.0
124523,Israel,2021-04-19,9449000.0,5005432.0
124524,Israel,2021-04-20,9449000.0,5012321.0
124525,Israel,2021-04-21,9449000.0,5019433.0
124526,Israel,2021-04-22,9449000.0,5027124.0
124527,Israel,2021-04-23,9449000.0,5030515.0
124528,Israel,2021-04-24,9449000.0,5031805.0
124529,Israel,2021-04-25,9449000.0,5038730.0
124530,Israel,2021-04-26,9449000.0,5046619.0
124531,Israel,2021-04-27,9449000.0,5053246.0
124532,Israel,2021-04-28,9449000.0,5060582.0
124533,Israel,2021-04-29,9449000.0,5067879.0
124534,Israel,2021-04-30,9449000.0,5071081.0
124535,Israel,2021-05-01,9449000.0,5071976.0
124536,Israel,2021-05-02,9449000.0,5078068.0
124537,Israel,2021-05-03,9449000.0,5083903.0
124538,Israel,2021-05-04,9449000.0,5088641.0
124539,Israel,2021-05-05,9449000.0,5092734.0
124540,Israel,2021-05-06,9449000.0,5095878.0
124541,Israel,2021-05-07,9449000.0,5098387.0
124542,Israel,2021-05-08,9449000.0,5098895.0
124543,Israel,2021-05-09,9449000.0,5103646.0
124544,Israel,2021-05-10,9449000.0,5108361.0
124545,Israel,2021-05-11,9449000.0,5112242.0
124546,Israel,2021-05-12,9449000.0,5115584.0
124547,Israel,2021-05-13,9449000.0,5119272.0
124548,Israel,2021-05-14,9449000.0,5120767.0
124549,Israel,2021-05-15,9449000.0,5121026.0
124550,Israel,2021-05-16,9449000.0,5122232.0
124551,Israel,2021-05-17,9449000.0,5123080.0
124552,Israel,2021-05-18,9449000.0,5128019.0
124553,Israel,2021-05-19,9449000.0,5133061.0
124554,Israel,2021-05-20,9449000.0,5136941.0
124555,Israel,2021-05-21,9449000.0,5138355.0
124556,Israel,2021-05-22,9449000.0,5138751.0
124557,Israel,2021-05-23,9449000.0,5141967.0
124558,Israel,2021-05-24,9449000.0,5145564.0
124559,Israel,2021-05-25,9449000.0,5148152.0
124560,Israel,2021-05-26,9449000.0,5150656.0
124561,Israel,2021-05-27,9449000.0,5153845.0
124562,Israel,2021-05-28,9449000.0,5155251.0
124563,Israel,2021-05-29,9449000.0,5155478.0
124564,Israel,2021-05-30,9449000.0,5157415.0
124565,Israel,2021-05-31,9449000.0,5159508.0
124566,Israel,2021-06-01,9449000.0,5161331.0
124567,Israel,2021-06-02,9449000.0,5162941.0
124568,Israel,2021-06-03,9449000.0,5164437.0
124569,Israel,2021-06-04,9449000.0,5165221.0
124570,Israel,2021-06-05,9449000.0,5165380.0
124571,Israel,2021-06-06,9449000.0,5166382.0
124572,Israel,2021-06-07,9449000.0,5167196.0
124573,Israel,2021-06-08,9449000.0,5168371.0
124574,Israel,2021-06-09,9449000.0,5169702.0
124575,Israel,2021-06-10,9449000.0,5171002.0
124576,Israel,2021-06-11,9449000.0,5171592.0
124577,Israel,2021-06-12,9449000.0,5171765.0
124578,Israel,2021-06-13,9449000.0,5173025.0
124579,Israel,2021-06-14,9449000.0,5174559.0
124580,Israel,2021-06-15,9449000.0,5175937.0
124581,Israel,2021-06-16,9449000.0,5176941.0
124582,Israel,2021-06-17,9449000.0,5178150.0
124583,Israel,2021-06-18,9449000.0,5178656.0
124584,Israel,2021-06-19,9449000.0,5178795.0
124585,Israel,2021-06-20,9449000.0,5180127.0
124586,Israel,2021-06-21,9449000.0,5181345.0
124587,Israel,2021-06-22,9449000.0,5182446.0
124588,Israel,2021-06-23,9449000.0,5183749.0
124589,Israel,2021-06-24,9449000.0,5185215.0
124590,Israel,2021-06-25,9449000.0,5186160.0
124591,Israel,2021-06-26,9449000.0,5186360.0
124592,Israel,2021-06-27,9449000.0,5189798.0
124593,Israel,2021-06-28,9449000.0,5193473.0
124594,Israel,2021-06-29,9449000.0,5197218.0
124595,Israel,2021-06-30,9449000.0,5200615.0
124596,Israel,2021-07-01,9449000.0,5203996.0
124597,Israel,2021-07-02,9449000.0,5205605.0
124598,Israel,2021-07-03,9449000.0,5205905.0
124599,Israel,2021-07-04,9449000.0,5209066.0
124600,Israel,2021-07-05,9449000.0,5212112.0
124601,Israel,2021-07-06,9449000.0,5215524.0
124602,Israel,2021-07-07,9449000.0,5218228.0
124603,Israel,2021-07-08,9449000.0,5221109.0
124604,Israel,2021-07-09,9449000.0,5222644.0
124605,Israel,2021-07-10,9449000.0,5223035.0
124606,Israel,2021-07-11,9449000.0,5225883.0
124607,Israel,2021-07-12,9449000.0,5229580.0
124608,Israel,2021-07-13,9449000.0,5235040.0
124609,Israel,2021-07-14,9449000.0,5242576.0
124610,Israel,2021-07-15,9449000.0,5251878.0
124611,Israel,2021-07-16,9449000.0,5257776.0
124612,Israel,2021-07-17,9449000.0,5259169.0
124613,Israel,2021-07-18,9449000.0,5268939.0
124614,Israel,2021-07-19,9449000.0,5280285.0
124615,Israel,2021-07-20,9449000.0,5292199.0
124616,Israel,2021-07-21,9449000.0,5304079.0
124617,Israel,2021-07-22,9449000.0,5317360.0
124618,Israel,2021-07-23,9449000.0,5325610.0
124619,Israel,2021-07-24,9449000.0,5327096.0
124620,Israel,2021-07-25,9449000.0,5342595.0
124621,Israel,2021-07-26,9449000.0,5356128.0
124622,Israel,2021-07-27,9449000.0,5369707.0
124623,Israel,2021-07-28,9449000.0,5382052.0
124624,Israel,2021-07-29,9449000.0,5396255.0
124625,Israel,2021-07-30,9449000.0,5407111.0
124626,Israel,2021-07-31,9449000.0,5410665.0
124627,Israel,2021-08-01,9449000.0,5414031.0
124628,Israel,2021-08-02,9449000.0,5417207.0
124629,Israel,2021-08-03,9449000.0,5420537.0
124630,Israel,2021-08-04,9449000.0,5423792.0
124631,Israel,2021-08-05,9449000.0,5427362.0
124632,Israel,2021-08-06,9449000.0,5429225.0
124633,Israel,2021-08-07,9449000.0,5429926.0
124634,Israel,2021-08-08,9449000.0,5433008.0
124635,Israel,2021-08-09,9449000.0,5436072.0
124636,Israel,2021-08-10,9449000.0,5439281.0
124637,Israel,2021-08-11,9449000.0,5442230.0
124638,Israel,2021-08-12,9449000.0,5445521.0
124639,Israel,2021-08-13,9449000.0,5447595.0
124640,Israel,2021-08-14,9449000.0,5448448.0
124641,Israel,2021-08-15,9449000.0,5452979.0
124642,Israel,2021-08-16,9449000.0,5457729.0
124643,Israel,2021-08-17,9449000.0,5462867.0
124644,Israel,2021-08-18,9449000.0,5467470.0
124645,Israel,2021-08-19,9449000.0,5472687.0
124646,Israel,2021-08-20,9449000.0,5475514.0
124647,Israel,2021-08-21,9449000.0,5477094.0
124648,Israel,2021-08-22,9449000.0,5481902.0
124649,Israel,2021-08-23,9449000.0,5486350.0
124650,Israel,2021-08-24,9449000.0,5491051.0
124651,Israel,2021-08-25,9449000.0,5495535.0
124652,Israel,2021-08-26,9449000.0,5500594.0
124653,Israel,2021-08-27,9449000.0,5503382.0
124654,Israel,2021-08-28,9449000.0,5504882.0
124655,Israel,2021-08-29,9449000.0,5510814.0
124656,Israel,2021-08-30,9449000.0,5517831.0
124657,Israel,2021-08-31,9449000.0,5524360.0
124658,Israel,2021-09-01,9449000.0,5530403.0
124659,Israel,2021-09-02,9449000.0,5537586.0
124660,Israel,2021-09-03,9449000.0,5541704.0
124661,Israel,2021-09-04,9449000.0,5543727.0
124662,Israel,2021-09-05,9449000.0,5550187.0
124663,Israel,2021-09-06,9449000.0,5552905.0
124664,Israel,2021-09-07,9449000.0,5553784.0
124665,Israel,2021-09-08,9449000.0,5554980.0
124666,Israel,2021-09-09,9449000.0,5567553.0
124667,Israel,2021-09-10,9449000.0,5572569.0
124668,Israel,2021-09-11,9449000.0,5575078.0
124669,Israel,2021-09-12,9449000.0,5583667.0
124670,Israel,2021-09-13,9449000.0,5591932.0
124671,Israel,2021-09-14,9449000.0,5599356.0
124672,Israel,2021-09-15,9449000.0,5602074.0
124673,Israel,2021-09-16,9449000.0,5602624.0
124674,Israel,2021-09-17,9449000.0,5609646.0
124675,Israel,2021-09-18,9449000.0,5612592.0
124676,Israel,2021-09-19,9449000.0,5623304.0
124677,Israel,2021-09-20,9449000.0,5627950.0
124678,Israel,2021-09-21,9449000.0,5630016.0
124679,Israel,2021-09-22,9449000.0,5637266.0
124680,Israel,2021-09-23,9449000.0,5643182.0
124681,Israel,2021-09-24,9449000.0,5647367.0
124682,Israel,2021-09-25,9449000.0,5649631.0
124683,Israel,2021-09-26,9449000.0,5655604.0
124684,Israel,2021-09-27,9449000.0,5660073.0
124685,Israel,2021-09-28,9449000.0,5661260.0
124686,Israel,2021-09-29,9449000.0,5669609.0
124687,Israel,2021-09-30,9449000.0,5678188.0
124688,Israel,2021-10-01,9449000.0,5682063.0
124689,Israel,2021-10-02,9449000.0,5684190.0
124690,Israel,2021-10-03,9449000.0,5691465.0
124691,Israel,2021-10-04,9449000.0,5698224.0
124692,Israel,2021-10-05,9449000.0,5703538.0
124693,Israel,2021-10-06,9449000.0,5707723.0
124694,Israel,2021-10-07,9449000.0,5711733.0
124695,Israel,2021-10-08,9449000.0,5714377.0
124696,Israel,2021-10-09,9449000.0,5715821.0
124697,Israel,2021-10-10,9449000.0,5719569.0
124698,Israel,2021-10-11,9449000.0,5722515.0
124699,Israel,2021-10-12,9449000.0,5725522.0
124700,Israel,2021-10-13,9449000.0,5727973.0
124701,Israel,2021-10-14,9449000.0,5730658.0
124702,Israel,2021-10-15,9449000.0,5732343.0
124703,Israel,2021-10-16,9449000.0,5733300.0
124704,Israel,2021-10-17,9449000.0,5735826.0
124705,Israel,2021-10-18,9449000.0,5737519.0
124706,Israel,2021-10-19,9449000.0,5738803.0
124707,Israel,2021-10-20,9449000.0,5741107.0
124708,Israel,2021-10-21,9449000.0,5744204.0
124709,Israel,2021-10-22,9449000.0,5745641.0
124710,Israel,2021-10-23,9449000.0,5746907.0
124711,Israel,2021-10-24,9449000.0,5749560.0
124712,Israel,2021-10-25,9449000.0,5752312.0
124713,Israel,2021-10-26,9449000.0,5754371.0
124714,Israel,2021-10-27,9449000.0,5756937.0
124715,Israel,2021-10-28,9449000.0,5759719.0
124716,Israel,2021-10-29,9449000.0,5760873.0
124717,Israel,2021-10-30,9449000.0,5761403.0
124718,Israel,2021-10-31,9449000.0,5763898.0
124719,Israel,2021-11-01,9449000.0,5765992.0
124720,Israel,2021-11-02,9449000.0,5768042.0
124721,Israel,2021-11-03,9449000.0,5769939.0
124722,Israel,2021-11-04,9449000.0,5772741.0
124723,Israel,2021-11-05,9449000.0,5773648.0
124724,Israel,2021-11-06,9449000.0,5774037.0
124725,Israel,2021-11-07,9449000.0,5775807.0
124726,Israel,2021-11-08,9449000.0,5777410.0
124727,Israel,2021-11-09,9449000.0,5779021.0
124728,Israel,2021-11-10,9449000.0,5780683.0
124729,Israel,2021-11-11,9449000.0,5782630.0
124730,Israel,2021-11-12,9449000.0,5783456.0
124731,Israel,2021-11-13,9449000.0,5783747.0
124732,Israel,2021-11-14,9449000.0,5785386.0
124733,Israel,2021-11-15,9449000.0,5787014.0
124734,Israel,2021-11-16,9449000.0,5788433.0
124735,Israel,2021-11-17,9449000.0,5790000.0
124736,Israel,2021-11-18,9449000.0,5791693.0
124737,Israel,2021-11-19,9449000.0,5792456.0
124738,Israel,2021-11-20,9449000.0,5792714.0
124739,Israel,2021-11-21,9449000.0,5794256.0
124740,Israel,2021-11-22,9449000.0,5795779.0
124741,Israel,2021-11-23,9449000.0,5797467.0
124742,Israel,2021-11-24,9449000.0,5798786.0
124743,Israel,2021-11-25,9449000.0,5800386.0
124744,Israel,2021-11-26,9449000.0,5801134.0
124745,Israel,2021-11-27,9449000.0,5801458.0
124746,Israel,2021-11-28,9449000.0,5802939.0
124747,Israel,2021-11-29,9449000.0,5804073.0
124748,Israel,2021-11-30,9449000.0,5805111.0
124749,Israel,2021-12-01,9449000.0,5806208.0
124750,Israel,2021-12-02,9449000.0,5807664.0
124751,Israel,2021-12-03,9449000.0,5808337.0
124752,Israel,2021-12-04,9449000.0,5808576.0
124753,Israel,2021-12-05,9449000.0,5809830.0
124754,Israel,2021-12-06,9449000.0,5811030.0
124755,Israel,2021-12-07,9449000.0,5812536.0
124756,Israel,2021-12-08,9449000.0,5813737.0
124757,Israel,2021-12-09,9449000.0,5814978.0
124758,Israel,2021-12-10,9449000.0,5815682.0
124759,Israel,2021-12-11,9449000.0,5815937.0
124760,Israel,2021-12-12,9449000.0,5817381.0
124761,Israel,2021-12-13,9449000.0,5818758.0
124762,Israel,2021-12-14,9449000.0,5824856.0
124763,Israel,2021-12-15,9449000.0,5832260.0
124764,Israel,2021-12-16,9449000.0,5840869.0
124765,Israel,2021-12-17,9449000.0,5846010.0
124766,Israel,2021-12-18,9449000.0,5848923.0
124767,Israel,2021-12-19,9449000.0,5858251.0
124768,Israel,2021-12-20,9449000.0,5865770.0
124769,Israel,2021-12-21,9449000.0,5874417.0
