,location,date,population,total_cases,total_deaths
175434,Myanmar,2022-01-01,54179312.0,530946.0,19272.0
175442,Myanmar,2022-01-09,54179312.0,532062.0,19291.0
175449,Myanmar,2022-01-16,54179312.0,533144.0,19302.0
175455,Myanmar,2022-01-22,54179312.0,533959.0,19309.0
175462,Myanmar,2022-01-29,54179312.0,535080.0,19310.0
175469,Myanmar,2022-02-05,54179312.0,537569.0,19310.0
175476,Myanmar,2022-02-12,54179312.0,545298.0,19310.0
175483,Myanmar,2022-02-19,54179312.0,562364.0,19327.0
175486,Myanmar,2022-02-22,54179312.0,572127.0,19344.0
175490,Myanmar,2022-02-26,54179312.0,584239.0,19360.0
175493,Myanmar,2022-03-01,54179312.0,590237.0,19372.0
175497,Myanmar,2022-03-05,54179312.0,597417.0,19386.0
175500,Myanmar,2022-03-08,54179312.0,601020.0,19394.0
175504,Myanmar,2022-03-12,54179312.0,604860.0,19406.0
175507,Myanmar,2022-03-15,54179312.0,606910.0,19414.0
175511,Myanmar,2022-03-19,54179312.0,608763.0,19423.0
175514,Myanmar,2022-03-22,54179312.0,609648.0,19427.0
175518,Myanmar,2022-03-26,54179312.0,610728.0,19429.0
175525,Myanmar,2022-04-02,54179312.0,611809.0,19432.0
175528,Myanmar,2022-04-05,54179312.0,611984.0,19433.0
175532,Myanmar,2022-04-09,54179312.0,612278.0,19434.0
175535,Myanmar,2022-04-12,54179312.0,612406.0,19434.0
175542,Myanmar,2022-04-19,54179312.0,612658.0,19434.0
175546,Myanmar,2022-04-23,54179312.0,612733.0,19434.0
175549,Myanmar,2022-04-26,54179312.0,612785.0,19434.0
175553,Myanmar,2022-04-30,54179312.0,612883.0,19434.0
175556,Myanmar,2022-05-03,54179312.0,612924.0,19434.0
175560,Myanmar,2022-05-07,54179312.0,613053.0,19434.0
175562,Myanmar,2022-05-09,54179312.0,613056.0,19434.0
175577,Myanmar,2022-05-24,54179312.0,613238.0,19434.0
175592,Myanmar,2022-06-08,54179312.0,613405.0,19434.0
175602,Myanmar,2022-06-18,54179312.0,613485.0,19434.0
176337,Namibia,2021-04-19,2567024.0,46773.0,604.0
176338,Namibia,2021-04-20,2567024.0,46875.0,608.0
176339,Namibia,2021-04-21,2567024.0,46954.0,609.0
176340,Namibia,2021-04-22,2567024.0,47172.0,616.0
176341,Namibia,2021-04-23,2567024.0,47383.0,622.0
176342,Namibia,2021-04-24,2567024.0,47671.0,624.0
176343,Namibia,2021-04-25,2567024.0,47776.0,625.0
176346,Namibia,2021-04-28,2567024.0,48177.0,638.0
176348,Namibia,2021-04-30,2567024.0,48654.0,643.0
176349,Namibia,2021-05-01,2567024.0,48902.0,649.0
176353,Namibia,2021-05-05,2567024.0,49323.0,667.0
176354,Namibia,2021-05-06,2567024.0,49460.0,674.0
176355,Namibia,2021-05-07,2567024.0,49552.0,682.0
176356,Namibia,2021-05-08,2567024.0,49893.0,683.0
176357,Namibia,2021-05-09,2567024.0,50070.0,689.0
176358,Namibia,2021-05-10,2567024.0,50209.0,691.0
176359,Namibia,2021-05-11,2567024.0,50301.0,696.0
176360,Namibia,2021-05-12,2567024.0,50515.0,702.0
176361,Namibia,2021-05-13,2567024.0,50733.0,704.0
176362,Namibia,2021-05-14,2567024.0,50949.0,705.0
176363,Namibia,2021-05-15,2567024.0,51113.0,710.0
176364,Namibia,2021-05-16,2567024.0,51218.0,718.0
176365,Namibia,2021-05-17,2567024.0,51390.0,723.0
176366,Namibia,2021-05-18,2567024.0,51636.0,733.0
176367,Namibia,2021-05-19,2567024.0,51827.0,739.0
176369,Namibia,2021-05-21,2567024.0,52433.0,759.0
176370,Namibia,2021-05-22,2567024.0,52712.0,763.0
176371,Namibia,2021-05-23,2567024.0,52946.0,765.0
176373,Namibia,2021-05-25,2567024.0,53432.0,779.0
176374,Namibia,2021-05-26,2567024.0,53603.0,789.0
176375,Namibia,2021-05-27,2567024.0,53903.0,795.0
176377,Namibia,2021-05-29,2567024.0,54659.0,818.0
176378,Namibia,2021-05-30,2567024.0,55141.0,824.0
176379,Namibia,2021-05-31,2567024.0,55549.0,830.0
176380,Namibia,2021-06-01,2567024.0,55812.0,854.0
176381,Namibia,2021-06-02,2567024.0,56264.0,865.0
176382,Namibia,2021-06-03,2567024.0,56981.0,877.0
176383,Namibia,2021-06-04,2567024.0,57577.0,899.0
176384,Namibia,2021-06-05,2567024.0,58057.0,905.0
176385,Namibia,2021-06-06,2567024.0,58707.0,912.0
176386,Namibia,2021-06-07,2567024.0,59092.0,920.0
176387,Namibia,2021-06-08,2567024.0,59814.0,936.0
176388,Namibia,2021-06-09,2567024.0,60329.0,950.0
176389,Namibia,2021-06-10,2567024.0,61374.0,968.0
176390,Namibia,2021-06-11,2567024.0,62806.0,973.0
176391,Namibia,2021-06-12,2567024.0,64205.0,993.0
176392,Namibia,2021-06-13,2567024.0,65089.0,995.0
176393,Namibia,2021-06-14,2567024.0,65815.0,1008.0
176394,Namibia,2021-06-15,2567024.0,67021.0,1040.0
176395,Namibia,2021-06-16,2567024.0,69096.0,1073.0
176396,Namibia,2021-06-17,2567024.0,70112.0,1107.0
176397,Namibia,2021-06-18,2567024.0,71761.0,1134.0
176398,Namibia,2021-06-19,2567024.0,73164.0,1161.0
176399,Namibia,2021-06-20,2567024.0,74682.0,1164.0
176400,Namibia,2021-06-21,2567024.0,75766.0,1179.0
176401,Namibia,2021-06-22,2567024.0,77333.0,1224.0
176402,Namibia,2021-06-23,2567024.0,78723.0,1279.0
176403,Namibia,2021-06-24,2567024.0,81270.0,1305.0
176404,Namibia,2021-06-25,2567024.0,83698.0,1345.0
176405,Namibia,2021-06-26,2567024.0,84705.0,1400.0
176406,Namibia,2021-06-27,2567024.0,86649.0,1445.0
176408,Namibia,2021-06-29,2567024.0,89917.0,1521.0
176409,Namibia,2021-06-30,2567024.0,91208.0,1556.0
176410,Namibia,2021-07-01,2567024.0,92869.0,1586.0
176411,Namibia,2021-07-02,2567024.0,94047.0,1626.0
176412,Namibia,2021-07-03,2567024.0,95703.0,1649.0
176413,Namibia,2021-07-04,2567024.0,97087.0,1662.0
176414,Namibia,2021-07-05,2567024.0,98522.0,1690.0
176415,Namibia,2021-07-06,2567024.0,99808.0,1742.0
176416,Namibia,2021-07-07,2567024.0,101001.0,1812.0
176417,Namibia,2021-07-08,2567024.0,102373.0,1883.0
176418,Namibia,2021-07-09,2567024.0,104099.0,1911.0
176419,Namibia,2021-07-10,2567024.0,105595.0,1991.0
176420,Namibia,2021-07-11,2567024.0,106879.0,2019.0
176421,Namibia,2021-07-12,2567024.0,108055.0,2090.0
176422,Namibia,2021-07-13,2567024.0,108785.0,2240.0
176423,Namibia,2021-07-14,2567024.0,109356.0,2270.0
176424,Namibia,2021-07-15,2567024.0,110365.0,2371.0
176425,Namibia,2021-07-16,2567024.0,111417.0,2467.0
176426,Namibia,2021-07-17,2567024.0,112160.0,2506.0
176427,Namibia,2021-07-18,2567024.0,112824.0,2532.0
176428,Namibia,2021-07-19,2567024.0,113438.0,2557.0
176429,Namibia,2021-07-20,2567024.0,113905.0,2620.0
176430,Namibia,2021-07-21,2567024.0,114400.0,2665.0
176431,Namibia,2021-07-22,2567024.0,115009.0,2714.0
176432,Namibia,2021-07-23,2567024.0,115793.0,2760.0
176433,Namibia,2021-07-24,2567024.0,116603.0,2811.0
176434,Namibia,2021-07-25,2567024.0,116964.0,2834.0
176435,Namibia,2021-07-26,2567024.0,117293.0,2871.0
176436,Namibia,2021-07-27,2567024.0,117570.0,2927.0
176437,Namibia,2021-07-28,2567024.0,117896.0,2970.0
176438,Namibia,2021-07-29,2567024.0,118429.0,2999.0
176439,Namibia,2021-07-30,2567024.0,118922.0,3044.0
176440,Namibia,2021-07-31,2567024.0,119285.0,3057.0
176441,Namibia,2021-08-01,2567024.0,119442.0,3064.0
176442,Namibia,2021-08-02,2567024.0,119797.0,3080.0
176443,Namibia,2021-08-03,2567024.0,119984.0,3112.0
176444,Namibia,2021-08-04,2567024.0,120221.0,3142.0
176445,Namibia,2021-08-05,2567024.0,120495.0,3158.0
176446,Namibia,2021-08-06,2567024.0,120814.0,3182.0
176447,Namibia,2021-08-07,2567024.0,121043.0,3191.0
176448,Namibia,2021-08-08,2567024.0,121203.0,3196.0
176450,Namibia,2021-08-10,2567024.0,121603.0,3226.0
176451,Namibia,2021-08-11,2567024.0,121817.0,3244.0
176452,Namibia,2021-08-12,2567024.0,122097.0,3244.0
176453,Namibia,2021-08-13,2567024.0,122227.0,3271.0
176454,Namibia,2021-08-14,2567024.0,122469.0,3277.0
176455,Namibia,2021-08-15,2567024.0,122545.0,3285.0
176456,Namibia,2021-08-16,2567024.0,122699.0,3288.0
176459,Namibia,2021-08-19,2567024.0,123242.0,3325.0
176465,Namibia,2021-08-25,2567024.0,124275.0,3361.0
176472,Namibia,2021-09-01,2567024.0,125206.0,3394.0
176480,Namibia,2021-09-09,2567024.0,126025.0,3426.0
176486,Namibia,2021-09-15,2567024.0,126537.0,3456.0
176493,Namibia,2021-09-22,2567024.0,127071.0,3488.0
176501,Namibia,2021-09-30,2567024.0,127680.0,3514.0
176508,Namibia,2021-10-07,2567024.0,128047.0,3524.0
176515,Namibia,2021-10-14,2567024.0,128239.0,3538.0
176522,Namibia,2021-10-21,2567024.0,128444.0,3545.0
176529,Namibia,2021-10-28,2567024.0,128886.0,3552.0
176536,Namibia,2021-11-04,2567024.0,128985.0,3560.0
176542,Namibia,2021-11-10,2567024.0,129038.0,3564.0
176550,Namibia,2021-11-18,2567024.0,129076.0,3567.0
176595,Namibia,2022-01-02,2567024.0,149741.0,3656.0
176614,Namibia,2022-01-21,2567024.0,155198.0,3914.0
176619,Namibia,2022-01-26,2567024.0,155623.0,3947.0
176635,Namibia,2022-02-11,2567024.0,156604.0,3991.0
176639,Namibia,2022-02-15,2567024.0,156843.0,3995.0
176649,Namibia,2022-02-25,2567024.0,157133.0,4007.0
176662,Namibia,2022-03-10,2567024.0,157383.0,4014.0
176670,Namibia,2022-03-18,2567024.0,157503.0,4014.0
176677,Namibia,2022-03-25,2567024.0,157576.0,4018.0
176683,Namibia,2022-03-31,2567024.0,157646.0,4019.0
176709,Namibia,2022-04-26,2567024.0,158427.0,4025.0
176721,Namibia,2022-05-08,2567024.0,159219.0,4027.0
176728,Namibia,2022-05-15,2567024.0,160185.0,4030.0
176735,Namibia,2022-05-22,2567024.0,162221.0,4032.0
176749,Namibia,2022-06-05,2567024.0,164645.0,4040.0
176784,Namibia,2022-07-10,2567024.0,166224.0,4068.0
176798,Namibia,2022-07-24,2567024.0,166435.0,4071.0
176805,Namibia,2022-07-31,2567024.0,166504.0,4073.0
176819,Namibia,2022-08-14,2567024.0,166598.0,4074.0
176826,Namibia,2022-08-21,2567024.0,166635.0,4077.0
176840,Namibia,2022-09-04,2567024.0,166683.0,4077.0
176847,Namibia,2022-09-11,2567024.0,166688.0,4077.0
176854,Namibia,2022-09-18,2567024.0,166756.0,4080.0
176868,Namibia,2022-10-02,2567024.0,166778.0,4080.0
176875,Namibia,2022-10-09,2567024.0,166794.0,4080.0
176882,Namibia,2022-10-16,2567024.0,169882.0,4080.0
176889,Namibia,2022-10-23,2567024.0,169891.0,4080.0
176896,Namibia,2022-10-30,2567024.0,169934.0,4080.0
176903,Namibia,2022-11-06,2567024.0,169945.0,4080.0
176910,Namibia,2022-11-13,2567024.0,169961.0,4080.0
176917,Namibia,2022-11-20,2567024.0,169994.0,4080.0
176924,Namibia,2022-11-27,2567024.0,170034.0,4080.0
176938,Namibia,2022-12-11,2567024.0,170164.0,4080.0
176966,Namibia,2023-01-08,2567024.0,170413.0,4082.0
176973,Namibia,2023-01-15,2567024.0,170479.0,4083.0
176987,Namibia,2023-01-29,2567024.0,170724.0,4088.0
177008,Namibia,2023-02-19,2567024.0,171121.0,4090.0
177015,Namibia,2023-02-26,2567024.0,171156.0,4090.0
177938,Nauru,2022-07-04,12691.0,4120.0,1.0
177945,Nauru,2022-07-11,12691.0,4335.0,1.0
178043,Nauru,2022-10-17,12691.0,4610.0,1.0
178169,Nauru,2023-02-20,12691.0,5247.0,1.0
178675,Nepal,2021-05-07,30547586.0,377603.0,3579.0
178686,Nepal,2021-05-18,30547586.0,472354.0,5411.0
178688,Nepal,2021-05-20,30547586.0,488645.0,5847.0
178689,Nepal,2021-05-21,30547586.0,497052.0,6024.0
178690,Nepal,2021-05-22,30547586.0,505643.0,6153.0
178691,Nepal,2021-05-23,30547586.0,513241.0,6346.0
178692,Nepal,2021-05-24,30547586.0,520461.0,6531.0
178693,Nepal,2021-05-25,30547586.0,528848.0,6700.0
178694,Nepal,2021-05-26,30547586.0,535525.0,6845.0
178695,Nepal,2021-05-27,30547586.0,542256.0,6951.0
178696,Nepal,2021-05-28,30547586.0,549111.0,7047.0
178697,Nepal,2021-05-29,30547586.0,553422.0,7163.0
178698,Nepal,2021-05-30,30547586.0,557124.0,7272.0
178705,Nepal,2021-06-06,30547586.0,588124.0,7898.0
178708,Nepal,2021-06-09,30547586.0,598813.0,8179.0
178709,Nepal,2021-06-10,30547586.0,601687.0,8238.0
178711,Nepal,2021-06-12,30547586.0,606778.0,8366.0
178714,Nepal,2021-06-15,30547586.0,612202.0,8506.0
178715,Nepal,2021-06-16,30547586.0,614216.0,8558.0
178718,Nepal,2021-06-19,30547586.0,619635.0,8675.0
178725,Nepal,2021-06-26,30547586.0,632326.0,8975.0
178726,Nepal,2021-06-27,30547586.0,633679.0,9009.0
178727,Nepal,2021-06-28,30547586.0,635188.0,9051.0
178728,Nepal,2021-06-29,30547586.0,636916.0,9071.0
178729,Nepal,2021-06-30,30547586.0,638805.0,9112.0
178730,Nepal,2021-07-01,30547586.0,640662.0,9145.0
178732,Nepal,2021-07-03,30547586.0,643580.0,9198.0
178733,Nepal,2021-07-04,30547586.0,644622.0,9225.0
178734,Nepal,2021-07-05,30547586.0,646367.0,9248.0
178736,Nepal,2021-07-07,30547586.0,650162.0,9291.0
178738,Nepal,2021-07-09,30547586.0,652859.0,9340.0
178740,Nepal,2021-07-11,30547586.0,655449.0,9382.0
178741,Nepal,2021-07-12,30547586.0,657139.0,9400.0
178742,Nepal,2021-07-13,30547586.0,658778.0,9412.0
178743,Nepal,2021-07-14,30547586.0,660788.0,9430.0
178745,Nepal,2021-07-16,30547586.0,664576.0,9506.0
178746,Nepal,2021-07-17,30547586.0,665886.0,9527.0
178747,Nepal,2021-07-18,30547586.0,667109.0,9550.0
178749,Nepal,2021-07-20,30547586.0,670953.0,9607.0
178751,Nepal,2021-07-22,30547586.0,674726.0,9661.0
178752,Nepal,2021-07-23,30547586.0,676708.0,9679.0
178753,Nepal,2021-07-24,30547586.0,679017.0,9695.0
178754,Nepal,2021-07-25,30547586.0,680556.0,9713.0
178755,Nepal,2021-07-26,30547586.0,682947.0,9738.0
178756,Nepal,2021-07-27,30547586.0,685673.0,9758.0
178757,Nepal,2021-07-28,30547586.0,688307.0,9791.0
178758,Nepal,2021-07-29,30547586.0,690642.0,9807.0
178760,Nepal,2021-07-31,30547586.0,695389.0,9857.0
178761,Nepal,2021-08-01,30547586.0,697370.0,9875.0
178762,Nepal,2021-08-02,30547586.0,699649.0,9898.0
178763,Nepal,2021-08-03,30547586.0,702097.0,9922.0
178764,Nepal,2021-08-04,30547586.0,705072.0,9957.0
178765,Nepal,2021-08-05,30547586.0,708079.0,9994.0
178766,Nepal,2021-08-06,30547586.0,710509.0,10019.0
178767,Nepal,2021-08-07,30547586.0,712740.0,10038.0
178768,Nepal,2021-08-08,30547586.0,714877.0,10093.0
178769,Nepal,2021-08-09,30547586.0,717486.0,10115.0
178770,Nepal,2021-08-10,30547586.0,720680.0,10150.0
178771,Nepal,2021-08-11,30547586.0,723296.0,10180.0
178772,Nepal,2021-08-12,30547586.0,725769.0,10212.0
178774,Nepal,2021-08-14,30547586.0,730479.0,10259.0
178775,Nepal,2021-08-15,30547586.0,732272.0,10292.0
178776,Nepal,2021-08-16,30547586.0,734838.0,10327.0
178777,Nepal,2021-08-17,30547586.0,737294.0,10354.0
178778,Nepal,2021-08-18,30547586.0,739907.0,10396.0
178779,Nepal,2021-08-19,30547586.0,742228.0,10429.0
178780,Nepal,2021-08-20,30547586.0,744307.0,10455.0
178781,Nepal,2021-08-21,30547586.0,745731.0,10485.0
178782,Nepal,2021-08-22,30547586.0,747433.0,10509.0
178783,Nepal,2021-08-23,30547586.0,748981.0,10533.0
178785,Nepal,2021-08-25,30547586.0,752863.0,10612.0
178786,Nepal,2021-08-26,30547586.0,754915.0,10638.0
178787,Nepal,2021-08-27,30547586.0,756492.0,10663.0
178790,Nepal,2021-08-30,30547586.0,761124.0,10730.0
178791,Nepal,2021-08-31,30547586.0,762647.0,10750.0
178792,Nepal,2021-09-01,30547586.0,764295.0,10770.0
178793,Nepal,2021-09-02,30547586.0,765914.0,10786.0
178794,Nepal,2021-09-03,30547586.0,767271.0,10809.0
178795,Nepal,2021-09-04,30547586.0,768295.0,10818.0
178796,Nepal,2021-09-05,30547586.0,769271.0,10838.0
178797,Nepal,2021-09-06,30547586.0,770759.0,10858.0
178798,Nepal,2021-09-07,30547586.0,772182.0,10879.0
178800,Nepal,2021-09-09,30547586.0,774587.0,10903.0
178801,Nepal,2021-09-10,30547586.0,775548.0,10924.0
178802,Nepal,2021-09-11,30547586.0,776325.0,10936.0
178803,Nepal,2021-09-12,30547586.0,777163.0,10949.0
178804,Nepal,2021-09-13,30547586.0,778312.0,10965.0
178805,Nepal,2021-09-14,30547586.0,779492.0,10984.0
178806,Nepal,2021-09-15,30547586.0,780824.0,10991.0
178807,Nepal,2021-09-16,30547586.0,781989.0,11002.0
178808,Nepal,2021-09-17,30547586.0,783075.0,11012.0
178809,Nepal,2021-09-18,30547586.0,783910.0,11028.0
178810,Nepal,2021-09-19,30547586.0,784566.0,11040.0
178813,Nepal,2021-09-22,30547586.0,787828.0,11059.0
178814,Nepal,2021-09-23,30547586.0,788769.0,11072.0
178815,Nepal,2021-09-24,30547586.0,789872.0,11081.0
178816,Nepal,2021-09-25,30547586.0,790662.0,11087.0
178817,Nepal,2021-09-26,30547586.0,791392.0,11096.0
178818,Nepal,2021-09-27,30547586.0,792367.0,11103.0
178819,Nepal,2021-09-28,30547586.0,793271.0,11115.0
178820,Nepal,2021-09-29,30547586.0,794163.0,11123.0
178821,Nepal,2021-09-30,30547586.0,795061.0,11135.0
178823,Nepal,2021-10-02,30547586.0,796618.0,11157.0
178824,Nepal,2021-10-03,30547586.0,797192.0,11164.0
178825,Nepal,2021-10-04,30547586.0,798004.0,11174.0
178826,Nepal,2021-10-05,30547586.0,798766.0,11180.0
178827,Nepal,2021-10-06,30547586.0,799615.0,11192.0
178828,Nepal,2021-10-07,30547586.0,800282.0,11200.0
178829,Nepal,2021-10-08,30547586.0,800997.0,11210.0
178830,Nepal,2021-10-09,30547586.0,801633.0,11221.0
178831,Nepal,2021-10-10,30547586.0,802198.0,11231.0
178832,Nepal,2021-10-11,30547586.0,802861.0,11243.0
178833,Nepal,2021-10-12,30547586.0,803552.0,11257.0
178834,Nepal,2021-10-13,30547586.0,803878.0,11261.0
178835,Nepal,2021-10-14,30547586.0,804276.0,11269.0
178839,Nepal,2021-10-18,30547586.0,805560.0,11293.0
178840,Nepal,2021-10-19,30547586.0,806517.0,11305.0
178846,Nepal,2021-10-25,30547586.0,809729.0,11361.0
178853,Nepal,2021-11-01,30547586.0,813011.0,11416.0
178859,Nepal,2021-11-07,30547586.0,814558.0,11448.0
178868,Nepal,2021-11-16,30547586.0,817672.0,11482.0
178874,Nepal,2021-11-22,30547586.0,819386.0,11500.0
178881,Nepal,2021-11-29,30547586.0,821121.0,11524.0
178888,Nepal,2021-12-06,30547586.0,822830.0,11543.0
178902,Nepal,2021-12-20,30547586.0,825954.0,11574.0
178917,Nepal,2022-01-04,30547586.0,829632.0,11601.0
178923,Nepal,2022-01-10,30547586.0,833946.0,11606.0
178929,Nepal,2022-01-16,30547586.0,853738.0,11620.0
178937,Nepal,2022-01-24,30547586.0,918448.0,11659.0
178944,Nepal,2022-01-31,30547586.0,953913.0,11743.0
178951,Nepal,2022-02-07,30547586.0,967427.0,11827.0
178957,Nepal,2022-02-13,30547586.0,973059.0,11892.0
178967,Nepal,2022-02-23,30547586.0,976361.0,11930.0
178968,Nepal,2022-02-24,30547586.0,976512.0,11931.0
178969,Nepal,2022-02-25,30547586.0,976670.0,11932.0
178971,Nepal,2022-02-27,30547586.0,976865.0,11935.0
178972,Nepal,2022-02-28,30547586.0,976984.0,11936.0
178973,Nepal,2022-03-01,30547586.0,977076.0,11938.0
178974,Nepal,2022-03-02,30547586.0,977199.0,11941.0
178976,Nepal,2022-03-04,30547586.0,977380.0,11945.0
178977,Nepal,2022-03-05,30547586.0,977447.0,11945.0
178980,Nepal,2022-03-08,30547586.0,977641.0,11949.0
178981,Nepal,2022-03-09,30547586.0,977709.0,11949.0
178983,Nepal,2022-03-11,30547586.0,977848.0,11950.0
178984,Nepal,2022-03-12,30547586.0,977878.0,11950.0
178985,Nepal,2022-03-13,30547586.0,977937.0,11950.0
178986,Nepal,2022-03-14,30547586.0,977987.0,11950.0
178987,Nepal,2022-03-15,30547586.0,978044.0,11950.0
178988,Nepal,2022-03-16,30547586.0,978085.0,11950.0
178989,Nepal,2022-03-17,30547586.0,978107.0,11950.0
178990,Nepal,2022-03-18,30547586.0,978119.0,11950.0
178991,Nepal,2022-03-19,30547586.0,978127.0,11950.0
178993,Nepal,2022-03-21,30547586.0,978196.0,11950.0
178994,Nepal,2022-03-22,30547586.0,978231.0,11951.0
178995,Nepal,2022-03-23,30547586.0,978265.0,11951.0
178996,Nepal,2022-03-24,30547586.0,978297.0,11951.0
178997,Nepal,2022-03-25,30547586.0,978309.0,11951.0
178998,Nepal,2022-03-26,30547586.0,978317.0,11951.0
178999,Nepal,2022-03-27,30547586.0,978332.0,11951.0
179000,Nepal,2022-03-28,30547586.0,978347.0,11951.0
179001,Nepal,2022-03-29,30547586.0,978377.0,11951.0
179002,Nepal,2022-03-30,30547586.0,978402.0,11951.0
179003,Nepal,2022-03-31,30547586.0,978426.0,11951.0
179006,Nepal,2022-04-03,30547586.0,978475.0,11951.0
179007,Nepal,2022-04-04,30547586.0,978507.0,11951.0
179008,Nepal,2022-04-05,30547586.0,978528.0,11951.0
179009,Nepal,2022-04-06,30547586.0,978538.0,11951.0
179010,Nepal,2022-04-07,30547586.0,978545.0,11951.0
179011,Nepal,2022-04-08,30547586.0,978556.0,11951.0
179013,Nepal,2022-04-10,30547586.0,978571.0,11951.0
179014,Nepal,2022-04-11,30547586.0,978593.0,11951.0
179015,Nepal,2022-04-12,30547586.0,978616.0,11951.0
179016,Nepal,2022-04-13,30547586.0,978631.0,11951.0
179017,Nepal,2022-04-14,30547586.0,978634.0,11951.0
179020,Nepal,2022-04-17,30547586.0,978665.0,11951.0
179021,Nepal,2022-04-18,30547586.0,978674.0,11951.0
179022,Nepal,2022-04-19,30547586.0,978684.0,11951.0
179023,Nepal,2022-04-20,30547586.0,978693.0,11951.0
179024,Nepal,2022-04-21,30547586.0,978705.0,11951.0
179026,Nepal,2022-04-23,30547586.0,978732.0,11951.0
179027,Nepal,2022-04-24,30547586.0,978743.0,11951.0
179028,Nepal,2022-04-25,30547586.0,978762.0,11951.0
179029,Nepal,2022-04-26,30547586.0,978770.0,11951.0
179030,Nepal,2022-04-27,30547586.0,978778.0,11951.0
179032,Nepal,2022-04-29,30547586.0,978806.0,11951.0
179033,Nepal,2022-04-30,30547586.0,978810.0,11951.0
179034,Nepal,2022-05-01,30547586.0,978828.0,11951.0
179035,Nepal,2022-05-02,30547586.0,978836.0,11951.0
179036,Nepal,2022-05-03,30547586.0,978865.0,11951.0
179037,Nepal,2022-05-04,30547586.0,978884.0,11952.0
179038,Nepal,2022-05-05,30547586.0,978899.0,11952.0
179039,Nepal,2022-05-06,30547586.0,978914.0,11952.0
179040,Nepal,2022-05-07,30547586.0,978925.0,11952.0
179041,Nepal,2022-05-08,30547586.0,978942.0,11952.0
179042,Nepal,2022-05-09,30547586.0,978948.0,11952.0
179043,Nepal,2022-05-10,30547586.0,978960.0,11952.0
179044,Nepal,2022-05-11,30547586.0,978978.0,11952.0
179045,Nepal,2022-05-12,30547586.0,978982.0,11952.0
179048,Nepal,2022-05-15,30547586.0,978998.0,11952.0
179051,Nepal,2022-05-18,30547586.0,979028.0,11952.0
179053,Nepal,2022-05-20,30547586.0,979051.0,11952.0
179055,Nepal,2022-05-22,30547586.0,979068.0,11952.0
179056,Nepal,2022-05-23,30547586.0,979076.0,11952.0
179057,Nepal,2022-05-24,30547586.0,979087.0,11952.0
179058,Nepal,2022-05-25,30547586.0,979091.0,11952.0
179059,Nepal,2022-05-26,30547586.0,979105.0,11952.0
179060,Nepal,2022-05-27,30547586.0,979113.0,11952.0
179061,Nepal,2022-05-28,30547586.0,979118.0,11952.0
179062,Nepal,2022-05-29,30547586.0,979127.0,11952.0
179063,Nepal,2022-05-30,30547586.0,979132.0,11952.0
179065,Nepal,2022-06-01,30547586.0,979152.0,11952.0
179066,Nepal,2022-06-02,30547586.0,979163.0,11952.0
179067,Nepal,2022-06-03,30547586.0,979182.0,11952.0
179068,Nepal,2022-06-04,30547586.0,979190.0,11952.0
179069,Nepal,2022-06-05,30547586.0,979199.0,11952.0
179070,Nepal,2022-06-06,30547586.0,979206.0,11952.0
179071,Nepal,2022-06-07,30547586.0,979213.0,11952.0
179072,Nepal,2022-06-08,30547586.0,979223.0,11952.0
179073,Nepal,2022-06-09,30547586.0,979235.0,11952.0
179074,Nepal,2022-06-10,30547586.0,979242.0,11952.0
179075,Nepal,2022-06-11,30547586.0,979251.0,11952.0
179078,Nepal,2022-06-14,30547586.0,979278.0,11952.0
179079,Nepal,2022-06-15,30547586.0,979297.0,11952.0
179080,Nepal,2022-06-16,30547586.0,979309.0,11952.0
179081,Nepal,2022-06-17,30547586.0,979333.0,11952.0
179082,Nepal,2022-06-18,30547586.0,979344.0,11952.0
179083,Nepal,2022-06-19,30547586.0,979362.0,11952.0
179084,Nepal,2022-06-20,30547586.0,979382.0,11952.0
179085,Nepal,2022-06-21,30547586.0,979396.0,11952.0
179086,Nepal,2022-06-22,30547586.0,979424.0,11952.0
179087,Nepal,2022-06-23,30547586.0,979457.0,11952.0
179088,Nepal,2022-06-24,30547586.0,979489.0,11952.0
179089,Nepal,2022-06-25,30547586.0,979512.0,11952.0
179090,Nepal,2022-06-26,30547586.0,979533.0,11952.0
179091,Nepal,2022-06-27,30547586.0,979569.0,11952.0
179092,Nepal,2022-06-28,30547586.0,979607.0,11952.0
179097,Nepal,2022-07-03,30547586.0,979801.0,11952.0
179098,Nepal,2022-07-04,30547586.0,979835.0,11952.0
179105,Nepal,2022-07-11,30547586.0,980446.0,11952.0
179113,Nepal,2022-07-19,30547586.0,982062.0,11954.0
179117,Nepal,2022-07-23,30547586.0,983319.0,11954.0
179124,Nepal,2022-07-30,30547586.0,986100.0,11966.0
179133,Nepal,2022-08-08,30547586.0,990625.0,11972.0
179140,Nepal,2022-08-15,30547586.0,993459.0,11989.0
179154,Nepal,2022-08-29,30547586.0,996979.0,12000.0
179169,Nepal,2022-09-13,30547586.0,998957.0,12015.0
179181,Nepal,2022-09-25,30547586.0,999575.0,12017.0
179184,Nepal,2022-09-28,30547586.0,999687.0,12018.0
179204,Nepal,2022-10-18,30547586.0,1000233.0,12018.0
179209,Nepal,2022-10-23,30547586.0,1000455.0,12018.0
179225,Nepal,2022-11-08,30547586.0,1000759.0,12019.0
179232,Nepal,2022-11-15,30547586.0,1000826.0,12019.0
179233,Nepal,2022-11-16,30547586.0,1000834.0,12019.0
179246,Nepal,2022-11-29,30547586.0,1000885.0,12019.0
